lon,lat,adresse,code_postal,ville,departement,dep_txt,nom_structure,url_lieu,contact_email,contact_tel,source,url_illustration,code_access,code_label
6.158342,46.857464,18 rue de la gare,25560,FRASNE,25,D_25,MSAP Frasne,,msap.frasne@laposte.fr,,,,I,-MSAP
6.336511,47.098570,8 rue de la Scierie,25580,LES PREMIERS SAPINS,25,D_25,MFS Les Premiers Sapins,,mairie.lps25@orange.fr,,,,I,-MSAP-MFS
6.837238,47.525316,Ecole primaire,25600,VIEUX CHARMONT,25,D_25,Ecole primaire,,,,,,M,
6.830879,47.513896,4  rue de La Poste,25600,SOCHAUX,25,D_25,MFS Maison Numérique de Sochaux,,msapsochaux@outlook.fr,,,,I,-MSAP-MFS
6.831091,47.513420,Pôle Multimédia,25600,SOCHAUX,25,D_25,Pôle Multimédia,,,,,,M,
5.779030,47.031451,Institut Claude Nicolas Ledoux. C.C.R.,25610,ARC ET SENANS,25,D_25,Institut Claude Nicolas Ledoux. C.C.R.,,,,,,O,
6.161630,47.197200,17 Grande Rue,25620,MAMIROLLE,25,D_25,MSAP Mamirolle,,msap.mamirolle@laposte.fr,,,,I,-MSAP
6.774880,47.506512,Club Miss,25630,SAINTE SUZANNE,25,D_25,Club Miss,,,,,,F,
6.238387,47.316352,Espace Culturel,25640,ROULANS,25,D_25,MSAP Objectif Emploi Roulans,,baumelesdames@msapobjectifemploi.org,,,,I,-MSAP
6.480759,47.046730,4 rue de lattre de tassigny,25650,GILLEY,25,D_25,Agence Credit Agricole Gilley,https://www.ca-franchecomte.fr,gilley@ca-franchecomte.fr,03 81 43 30 04,,,F-I,
6.483597,47.046697,2 Avenue Jean de Lattre de Tassigny,25650,GILLEY,25,D_25,MSAP Gilley,,msap.gilley@laposte.net,,,,I,-MSAP
6.117840,47.224100,1 rue de la croix de mission,25660,SAONE,25,D_25,Agence Crédit Agricole Saone,https://www.ca-franchecomte.fr,saone@ca-franchecomte.fr,03 81 55 71 25,,,F-I,
6.117840,47.224100,1 rue de la croix de mission,25660,SAONE,25,D_25,Agence Crédit Agricole Saone,https://www.ca-franchecomte.fr,saone@ca-franchecomte.fr,03 81 55 71 25,,,F-I,
6.378162,47.480117,Zone d'activités du Pré Rond,25680,CUSE-ET-ADRISANS,25,D_25,MSAP Objectif Emploi Rougemont,,rougemont@msapobjectifemploi.org,,,,I,-MSAP
6.782497,47.437388,Ecole primaire,25700,MATHAY,25,D_25,Ecole primaire,,,,,,I,
6.836789,47.462367,Maison des Jeunes et de la Culture,25700,VALENTIGNEY,25,D_25,Maison des Jeunes et de la Culture,,,,,,F,
6.658207,47.521728,29 rue de la 5ème Division Blindée,25750,ARCEY,25,D_25,MSAP Arcey (Bureau de Poste),,msap.arcey@laposte.fr,,,,I,-MSAP
6.345019,47.147983,5 Place du Général de Gaulle,25800,VALDAHON,25,D_25,MFS Maison des Services de Valdahon,,mds@valdahon.com,03 81 26 04 10,,,I,-MSAP-MFS
6.011316,47.327646,4A route de Bonnay,25870,DEVECEY,25,D_25,Agence Crédit Agricole Devecey,https://www.ca-franchecomte.fr,devecey@ca-franchecomte.fr,03 81 56 84 33,,,F-I,
6.012000,47.327200,,25870,BONNAY,25,D_25,EPN Intercommunal de la dame blanche,,,,,,M,
5.559639,46.674247,19  Place de Verdun,39000,LONS LE SAUNIER,39,D_39,ANPE Lons le Saunier,http://anpe.fr/,maison.commune@ville-lons-le-saunier.fr,03 84 47 15 67,,,I,
5.571603,46.677955,1000  rue des Gentianes,39000,LONS LE SAUNIER,39,D_39,espace Cyber-base emploi Lons le Saunier,http://lons-le-saunier.cyber-base.org/,contact@mde-lons-champagnole.fr,03 84 44 19 10,,,M,
5.554027,46.676099,17 Place Perraud,39000,LONS LE SAUNIER,39,D_39,Info Jeunesse Jura,http://ijlonslesaunier.jeunes-fc.com/,web39@jeunes-fc.com,03 84 87 02 55,,,I,
5.553933,46.668589,2 rue de Montaigu,39000,LONS LE SAUNIER,39,D_39,Lédanova,https://www.facebook.com/ledonova/,,06 78 96 08 57,,,F,
5.571603,46.677955,1000 rue des Gentianes,39000,LONS LE SAUNIER,39,D_39,Mission Locale Sud Jura,missionlocalesudjura.org,milosudjura@milobfc.fr,03 84 87 02 56,,,I,
5.498227,47.084708,31 rue Julien Feuvrier,39100,DOLE,39,D_39,Le V  Fourmilière des Savoir-Faire,http://www.projet-v.fr,bonjour@projet-v.fr,06 67 63 05 62,,,F,
5.466198,47.071416,24 place nationale,39100,DOLE,39,D_39,Mission Locale Dole-Revermont,missionlocale-dolerevermont.fr,milodolerevermont@milobfc.fr,03 84 72 53 18,,,I,
5.861152,46.952380,Zone Artisanale Les Mélincols,39110,SALINS-LES-BAINS,39,D_39,MFS Salins-les-Bains,,msap.ps@agate-paysages.fr,,,,M,-MSAP-MFS
5.407953,46.968329,3 place du collège,39120,CHAUSSIN,39,D_39,MSAP de la Plaine Jurassienne,,msap.plainejurassienne@agate-paysages.fr,,,,M,-MSAP
5.453529,46.744635,3 Place Orion,39140,BLETTERANS,39,D_39,MSAP Bletterans,,msap.bletterans@laposte.fr,,,,M,-MSAP
5.461255,46.748906,12 place de la gare,39140,BLETTERANS,39,D_39,Point Information Jeunesse Bletterans,http://www.jeunes-fc.com/,espacejeunes.bletterans@ejfc.com,03 84 44 45 09,,,I,
5.342488,46.437660,4 Avenue Lucien Febvre,39160,SAINT AMOUR,39,D_39,EPN Médiathèque du Pays de St-Amour,,bibliotheque-stamour@wanadoo.fr,03 84 44 05 61,,,M,
5.803057,46.424006,1 grande rue,39170,RAVILLOLES,39,D_39,Atelier des Savoir-Faire,http://www.atelierdessavoirfaire.fr/,,03 84 42 65 06,,,F,
5.438472,46.573164,10 Grande Rue,39190,BEAUFORT,39,D_39,MFS Porte du Jura,,msap@ccportedujura.fr,03 84 48 96 67,,,M,-MSAP-MFS
5.861259,46.401015,19 rue du marché,39200,SAINT CLAUDE,39,D_39,Bureau Information Jeunesse St Claude,http://www.jeunes-fc.com/,saint-claude@jeunes-fc.com,03 84 45 27 27,,,I,
5.868137,46.383615,rue Tomachon,39200,SAINT CLAUDE,39,D_39,Cyber Espace du Haut-Jura,http://www.cbe-haut-jura.com/,animateur-epn@cite-haut-jura.fr,03 84 45 41 71,,,M,
6.136538,46.537883,194 rue des Couenneaux,39220,BOIS D'AMONT,39,D_39,MSAP Bois-d'Amont,,msap.bois-d-amont@laposte.fr,,,,I,-MSAP
5.566614,46.827911,Rue Jean Moulin,39230,SELLIERES,39,D_39,MSAP Sellières,,msap.sellieres@laposte.fr,,,,I,-MSAP
5.566873,46.392864,3  place de la Charité,39240,ARINTHOD,39,D_39,MFS Petite Montagne,,msap@petitemontagne.fr,03 84 48 75 86,,,I,-MSAP-MFS
5.611445,46.521711,4 rue de l'église,39270,ORGELET,39,D_39,La Fabrik,http://lafabrik-jura.fr,lafabrik@adapemont.fr,03 84 85 47 91,,,F,
5.611852,46.520481,4 chemin du quart,39270,ORGELET,39,D_39,MSAP de la Région d'Orgelet,,maison.services@ccorgelet.com,,,,I,-MSAP
5.456000,47.145657,3 rue de l'église,39290,BIARNE,39,D_39,FabLab-Net-IKi,http://www.fablab-net-iki.org,fablab.netiki@gmail.com,06 60 32 43 86,,,F,
5.912854,46.744318,place de l'amitié,39300,CHAMPAGNOLE,39,D_39,Point Information Jeunesse Champagnole,http://www.jeunes-fc.com/,ij-champagnole@wanadoo.fr,03 84 52 20 55,,,I,
5.683581,47.205195,9 rue Richebourg,39350,GENDREY,39,D_39,Médiathèque Jura-Nord,,biblio1@fc-net.fr,03 84 81 08 88,,,M,
5.704770,46.990905,11 rue des Enclos,39380,CHAMBLAY,39,D_39,Facto Habilis,,,,,,F,
5.668356,46.994091,11 route de Salins,39380,OUNANS,39,D_39,MFS Val d'amour,,msap.valdamour@agate-paysages.fr,,,,I,-MSAP-MFS
6.020593,46.522651,8 rue de l'industrie,39400,MOREZ,39,D_39,La Co-Workerie,https://www.facebook.com/La-Co-Workerie-2280130755563839/,co.workerie@gmail.com,03 63 68 67 95,,,T,
5.934819,46.462631,51 grande rue,39400,LONGCHAUMOIS,39,D_39,Médiathèque intercommunale Arcade,http://morez.cyber-base.org/,vmarcuard@cyber-base.org,03 84 60 64 93,,,M,
6.025381,46.527450,23 avenue de la Libération,39400,MOREZ,39,D_39,MSAP Morez,,accueil@msap.mairie-morez.fr,,,,I,-MSAP
6.021657,46.520987,10 quai Jobez,39400,MOREZ,39,D_39,Point Information Jeunesse Morez,http://www.jeunes-fc.com/,mia.pij@orange.fr,03 84 33 40 61,,,I,
5.770230,46.905441,35  rue de Courcelles,39600,ARBOIS,39,D_39,Eco Logik Art,https://www.facebook.com/pg/Ecologikart,ecologikart@free.fr,,,,F,
5.772358,46.902668,10 Rue de l'Hôtel de ville,39600,ARBOIS,39,D_39,MFS Arbois,,msap.arbois@agate-paysages.fr,,,,I,-MSAP-MFS
5.657127,47.147111,6 Rue Neuve,39700,ORCHAMPS,39,D_39,MSAP Orchamps,,msap.orchamps@laposte.fr,,,,I,-MSAP
5.708680,46.835902,57 grande rue,39800,POLIGNY,39,D_39,Couveuse Objectif Création,,objectif.creation@aldess.org,03 63 57 40 46,,,T,
5.708425,46.834197,20 place des déportés,39800,POLIGNY,39,D_39,Point Information Jeunesse de Poligny,http://www.ij39.com/,poligny@ij39.com,03 84 37 24 21,,,I,
3.186744,46.983958,Rue Louis-Francis,58000,NEVERS,58,D_58,Acteurs solidaires en marche,,,03 86 23 91 65,,,F,NMM
3.163685,46.991503,27B Rue Saint Etienne,58000,NEVERS,58,D_58,Association Nevers Libre,https://nevers-libre.org,,06 29 61 80 06,,,F,NMM
3.182181,46.987077,5 Allée de la Louée,58000,NEVERS,58,D_58,Bureau Information Jeunesse de la Nièvre,,,03 45 52 50 12,,,I,NMM
3.156926,46.998945,83 Rue des Chauvettes,58000,NEVERS,58,D_58,CAF de Nevers,,,,,,I,NMM
3.158352,46.986867,5 Rue de la Basilique,58000,NEVERS,58,D_58,CCAS de Nevers,,,03 86 71 80 00,,,I,NMM
3.132797,46.987892,19 rue Camille-Baynac,58000,NEVERS,58,D_58,Centre des finances publiques de Nevers,,,03 86 68 49 49,,,I,NMM
3.156862,46.985739,15 Rue Albert-Morlon,58000,NEVERS,58,D_58,Club Léo Lagrange,,,03 86 36 03 25,,,F,NMM
3.156936,46.994691,50 Rue Paul Vaillant Couturier,58000,NEVERS,58,D_58,CPAM Nevers,,,,,,I,NMM
3.159287,46.989411,,58000,NEVERS,58,D_58,ilab Nièvre Numérique,,,,,,I-F,
3.189340,46.980418,Kiosque numérique de Nevers,58000,NEVERS,58,D_58,Kiosque numérique de Nevers,,,,,,M,
3.128253,46.986118,5 Rue de la Louée,58000,NEVERS,58,D_58,La Boussole MILO,,,03 86 71 64 50,,,I,NMM
3.186523,46.983703,1 Rue de la Passière,58000,NEVERS,58,D_58,Le Prado Association Pagode,,,03 86 93 01 30,,,F,NMM
3.145417,46.992214,rue du 13e de ligne,58000,NEVERS,58,D_58,L'Inkub,http://www.linkub.fr,web_linkub@linkub.fr,03 86 61 81 60,,,F,
3.168047,46.994964,17 rue Jean Jaurès,58000,NEVERS,58,D_58,Médiathèque Jean Jaurès,http://mediatheque-agglo.nevers.fr/,,03 86 68 48 50,,,M,NMM
3.182181,46.987077,5 allée de la Louée,58000,NEVERS,58,D_58,Mission Locale de Nevers - Sud Nivernais,missionlocale-nevers.fr,miloneverssudnivernais@milobfc.fr,03 86 71 64 50,,,I,
3.174960,46.994246,40 Rue de la Préfecture,58000,NEVERS,58,D_58,Préfecture - Point d'Accueil Numérique,,,03 86 60 70 80,,,I,NMM
3.145417,46.992214,rue du 13e de ligne,58000,NEVERS,58,D_58,RobotLab,http://accessrobotique.fr/,,,,,F,
3.123688,46.986717,47 Boulevard du Pré-Plantin,58000,NEVERS,58,D_58,Union départementale des Associations Familiales,,,03 86 93 01 93,,,F,NMM
3.657528,47.052947,Couveuse Potentiel,58022,NEVERS,58,D_58,Couveuse Potentiel,,,,,,T,
3.931241,47.057507,Kiosque numérique de Chatillon en Bazois,58110,CHATILLON-EN-BAZOIS,58,D_58,Kiosque numérique de Chatillon en Bazois,,,,,,M,
3.658447,47.056157,1bis rue de la picherotte,58110,CHÂTILLON-EN-BAZOIS,58,D_58,MFS Châtillon en Bazois,,msap.chatillon@csbazois.org,06 95 19 00 45,,,I,-MSAP-NMM-MFS
3.822425,47.279286,Centre Social de Château - Chinon  Cyberespace,58120,CHATEAU CHINON CAMPAGNE,58,D_58,Centre Social de Château - Chinon  Cyberespace,,,,,,I,
3.934114,47.062842,6 Place Notre Dame,58120,CHATEAU CHINON,58,D_58,Kiosque numérique de Château Chinon,,,,,,M,
3.934114,47.062842,6 Place Notre Dame,58120,CHÂTEAU CHINON,58,D_58,MFS Maison de la Solidarité Château-Chinon,,relaisaccueil-chateauchinon@hotmail.fr,,,,I,-MSAP-NMM-MFS
3.934114,47.062842,6 Place Notre Dame,58120,CHÂTEAU CHINON,58,D_58,Mission Locale Château,http://www.missionlocalenivernaismorvan.fr/,milonivernaismorvan@milobfc.fr,03 86 85 10 77,,,I,NMM
2.965153,47.281416,114 route d'Avallon,58140,LORMES,58,D_58,Cyber-base du Pays Nivernais Morvan,,,,,,M,
3.824312,47.298755,114 route d'Avallon,58140,LORMES,58,D_58,FabLab du Morvan,https://www.nivernaismorvan.net/les-fablabs-du-pays-nivernais-morvan-nievre/,ludivine.girard@nivernaismorvan.net,03 86 22 51 42,,,F,
3.824312,47.298755,114 route d'Avallon,58140,LORMES,58,D_58,Kiosque numérique de Lormes,,,,,,M,
3.822352,47.290082,Rue Henri Bachelin,58140,LORMES,58,D_58,MFS Lormes,,centre.social.lormes@wanadoo.fr,,,,I,-MSAP-NMM-MFS
3.824312,47.298755,114 Route d'Avallon,58140,LORMES,58,D_58,Mission numérique du pays Nivernais morvan,https://www.nivernaismorvan.net,,,,,I,NMM
2.953901,47.283696,5bis Place des Frères Mollet,58150,POUILLY-SUR-LOIRE,58,D_58,Centre social de Pouilly sur Loire - Promeneurs du net,https://www.centre-social-pouilly.fr,,03 86 39 14 33,,,I,NMM
2.548969,48.943755,Kiosque numérique de Pouilly sur Loire,58150,POUILLY SUR LOIRE,58,D_58,Kiosque numérique de Pouilly sur Loire,,,,,,M,
2.956327,47.283526,Rue Waldeck Rousseau,58150,POUILLY-SUR-LOIRE,58,D_58,MSAP Pouilly-sur-Loire,,msap.pouilly-sur-loire@laposte.fr,,,,I,-MSAP-NMM
3.264698,46.931340,1 Rue Paul Vaillant Couturier,58160,IMPHY,58,D_58,Centre social d'Imphy + kiosque numérique,,,03 86 90 78 00,,,I,NMM
2.936466,47.424502,Centre social et culturel de Luzy,58170,LUZY,58,D_58,Centre social et culturel de Luzy,,,,,,I,
3.970311,46.790619,Rue du Docteur Dollet,58170,LUZY,58,D_58,FabLab de Luzy,https://www.nivernaismorvan.net/les-fablabs-du-pays-nivernais-morvan-nievre/,segolene.delaroche@nivernaismorvan.net,06 32 73 57 07,,,F,
3.964710,46.787368,12 Avenue Marceau,58170,LUZY,58,D_58,MFS Luzy,,csluzycommeau@gmail.com,,,,I,-MSAP-NMM-MFS
3.352210,46.715787,55 Place de la Mairie,58190,DORNES,58,D_58,MSAP Dornes,,msap.dornes@laposte.fr,03 86 50 60 14,,,I,-MSAP-NMM
2.925567,47.402558,2bis Rue du Général Binot,58200,COSNE-SUR-LOIRE,58,D_58,Accorderie,http://www.accorderie.fr/cosne,,03 86 26 62 56,,,F,NMM
2.924985,47.413296,10 Rue Charles Flocquet,58200,COSNE-COURS-SUR-LOIRE,58,D_58,Association Familiale de Cosne (le Clos Saint-Jacques),,,03 86 93 01 93,,,F,NMM
2.927773,47.398137,15 Rue du Berry,58200,COSNE-COURS-SUR-LOIRE,58,D_58,CAF - Cosne-Cours-sur-Loire,,,03 86 28 20 96,,,I,NMM
2.917144,47.382690,2 rue des Minotiers,58200,COSNE-COURS-SUR-LOIRE,58,D_58,Centre d'affaires CAMPUS,https://www.ca-campus.com/,contact@ca-campus.com,03 86 26 84 58,,,T,
2.929442,47.397840,Rue Pierre et Marie Curie,58200,COSNE-COURS-SUR-LOIRE,58,D_58,E2C Nièvre - Cosne-Cours-sur-Loire,http://e2c58-bourgogne.sioucs.net,,03 86 22 13 23,,,T,NMM
2.918340,47.382654,2 rue des Ardoisiers,58200,COSNE-COURS-SUR-LOIRE,58,D_58,GRETA 58 - Antenne de Cosne-Cours-sur-Loire,,,03 86 26 75 75,,,O,NMM
2.926676,47.407276,Kiosque numérique de Cosne Cours sur Loire,58200,COSNE COURS SUR LOIRE,58,D_58,Kiosque numérique de Cosne Cours sur Loire,,,,,,M,
2.929188,47.418259,6 Rue des Forges,58200,COSNE-SUR-LOIRE,58,D_58,Médiathèque de Cosne,https://mediatheques-cclvn.bibenligne.fr/,,03 86 20 27 00,,,M,NMM
2.926676,47.407276,40 Rue des Rivières Saint-Agnan,58200,COSNE-SUR-LOIRE,58,D_58,Mission locale + Promeneurs du net,https://fr-fr.facebook.com/Missionlocale.BourgogneNivernaise/,milobourgognenivernaise@milobfc.fr,03 86 28 84 20,,,F-I,NMM
3.383671,47.359518,Mission locale de Cosne Cours sur Loire,58200,COSNE COURS SUR LOIRE,58,D_58,Mission locale de Cosne Cours sur Loire,,,,,,I,
2.924925,47.396745,45bis rue du Général Binot,58200,COSNE-COURS-SUR-LOIRE,58,D_58,Pôle Emploi - Cosne-Cours-sur-Loire,,,,,,I,NMM
2.922222,47.412261,7bis Rue Eugène Pelletan,58200,COSNE-SUR-LOIRE,58,D_58,Sous-préfecture - Point d'accueil numérique,,,03 86 26 70 48,,,I,NMM
2.924975,47.397126,45 rue du Général Binot,58207,COSNE-COURS-SUR-LOIRE,58,D_58,CPAM - Agence de Cosne-Cours-sur-Loire,,,,,,I,NMM
3.393437,47.407882,Cyber-base Varzy,58210,VARZY,58,D_58,Cyber-base Varzy,,,,,,M,
3.393437,47.407882,Route des écoles,58210,COURCELLES,58,D_58,Fédération de Libération du Multimédia Campagnard,https://www.facebook.com/flmc58/,,03 86 29 51 51,,,F,NMM
3.280579,47.368585,Le Bourg,58210,MENOU,58,D_58,Mairie de Menou,http://www.menou58.fr/,,03 86 39 81 94,,,I,NMM
3.385824,47.356581,7 Rue Nicolas Colbert,58210,VARZY,58,D_58,MFS Espace socio-culturel de Varzy,,centresocial.58210@wanadoo.fr,03 86 29 41 39,,,I,-MSAP-NMM-MFS
3.123736,47.368367,Télécentre de Varzy,58210,VARZY,58,D_58,Télécentre de Varzy,,,,,,T,
4.026735,47.217176,Kiosque numérique de Donzy,58220,DONZY,58,D_58,Kiosque numérique de Donzy,,,,,,M,
3.126331,47.371007,10 Rue d'Osmond,58220,DONZY,58,D_58,Médiathèque de Donzy,https://mediatheques-cclvn.bibenligne.fr/mediatheque-de-donzy http://www.bibliotheque-donzy.fr/search.php?action=Accueil,,09 77 73 64 51,,,M,NMM
3.125918,47.373057,1 place de la Mairie,58220,DONZY,58,D_58,MFS Donzy,http://www.mairie-donzy.fr/telecentre,accueilmairie@mairie-donzy.fr,03 86 36 30 28,,,I,MFS
3.118797,47.370621,18 rue du Général Leclerc,58220,DONZY,58,D_58,MSAP Donzy,,msap-donzy@orange.fr,,,,I,-MSAP-NMM
3.466752,46.890956,Kiosque numérique de Montsauche les Settons,58230,MONTSAUCHE LES SETTONS,58,D_58,Kiosque numérique de Montsauche les Settons,,,,,,M,
3.991457,47.230163,Place Marcel Mariller,58230,MONTSAUCHE-LES-SETTONS,58,D_58,MFS Montsauche les Settons,,relais.accueil-montsauche@orange.fr,,,,I,-MSAP-NMM-MFS
4.046302,47.209144,Place du 25 juin 1944,58230,MONTSAUCHE-LES-SETTONS,58,D_58,MSAP La Poste Montsauche-les-Settons,,msap.montsauche-les-settons@laposte.fr,,,,I,-MSAP
3.179103,46.734578,20 Rue des Ecoles,58240,CHANTENAY SAINT IMBERT,58,D_58,Bibliothèque de Chantenay St Imbert,https://www.ville-chantenay-saint-imbert.fr/bibliotheque-municipale,,03 86 37 99 86,,,M,NMM
3.121975,46.794095,35 avenue du 8 mai,58240,SAINT-PIERRE-LE-MOÛTIER,58,D_58,MFS Saint-Pierre-le-Moûtier,,msap.csstpierre@orange.fr,,,,I,-MSAP-NMM-MFS
3.190219,46.728330,Route de Dornes,58240,CHANTENAY-SAINT-IMBERT,58,D_58,MSAP Chantenay-Saint-Imbert,,msap.chantenay-st-imbert@laposte.fr,,,,I,-MSAP-NMM
3.402931,47.017134,Kiosque numérique de La Machine,58260,LA MACHINE,58,D_58,Kiosque numérique de La Machine,,,,,,M,
3.464459,46.888718,3 Avenue de La République,58260,LA MACHINE,58,D_58,MFS La Machine,,fonctionaccueil@csc-lamachine.fr,,,,I,-MSAP-NMM-MFS
3.839072,46.976395,Cyber-base St-Benin d'Azy,58270,SAINT BENIN D AZY,58,D_58,Cyber-base St-Benin d'Azy,,,,,,M,
3.393958,46.999398,2 rue Claude Montaron,58270,SAINT BENIN D'AZY,58,D_58,Médiathèque de St Benin d'Azy,http://www.saint-benin-dazy.fr/mediatheque,,03 86 37 42 20,,,M,NMM
3.392872,46.999006,1 place de la république,58270,SAINT-BENIN-D'AZY,58,D_58,MFS Centre socio-culturel des Amognes - St Benin d'Azy,,csdesamognes@orange.fr,,,,I,-MSAP-NMM-MFS
3.809117,46.988058,2 Rue de la Mission,58290,MOULINS-ENGILBERT,58,D_58,MFS Centre Social de Moulins-Engilbert,,centre-social-moulins-engilbert@wanadoo.fr,,,,I,-MSAP-NMM-MFS
3.451116,46.828285,Télécentre du Sud Morvan,58290,MOULINS-ENGILBERT,58,D_58,Télécentre du Sud Morvan,,,,,,T,
3.447678,46.828718,1 Route d'Avril,58300,DECIZE,58,D_58,Club informatique SLB Informatique,,,06 99 28 83 58,,,F,NMM
3.660741,46.878758,Cyber-base de Sougy,58300,SOUGY SUR LOIRE,58,D_58,Cyber-base de Sougy,,,,,,M,
3.399431,46.861568,Kiosque numérique de Decize,58300,DECIZE,58,D_58,Kiosque numérique de Decize,,,,,,M,
3.073386,47.530573,21 Grande rue,58310,SAINT AMAND EN PUISAYE,58,D_58,Club Générations Mouvement de Saint-Amand-en-Puisaye,http://gem-saint-amand-en-puisaye.blog4ever.com,,,,,F,NMM
3.076759,47.529427,12 bis rue du Faubourg Neuf,58310,SAINT AMAND EN PUISAYE,58,D_58,MSAP Saint-Amand-en-Puisaye,,msap-saintamand@cscpf.fr,,,,I,-MSAP-NMM
3.512185,47.103967,1  Place de la République,58330,SAINT-SAULGE,58,D_58,MFS Saint-Saulge,,cathy-rsp@escn58.info,,,,I,-MSAP-NMM-MFS
3.352295,46.716040,Kiosque numérique de Cergy la Tour,58340,CERCY LA TOUR,58,D_58,Kiosque numérique de Cergy la Tour,,,,,,M,
3.645593,46.861563,4 Rue François Mitterrand,58340,CERCY-LA-TOUR,58,D_58,MFS Centre social de Fours,www.centresocialfours.fr,csocialfours@wanadoo.fr,,,,I,-MSAP-NMM-MFS
3.840221,46.905193,5 Rue Eugène Collin,58360,SAINT-HONORE-LES-BAINS,58,D_58,MSAP Saint-Honoré-Les-Bains,,msap.saint-honore-les-bains@laposte.fr,,,,I,-MSAP-NMM
3.017599,47.180055,Bibliothèque Municipale de Dornes,58390,DORNES,58,D_58,Bibliothèque Municipale de Dornes,,,,,,M,
3.516129,47.461615,,58400,LA CHARITE SUR LOIRE,58,D_58,kiosque numérique de La Charité sur Loire,,,,,,M,
3.020257,47.180233,5 Rue Antoine Amiot,58400,LA CHARITE SUR LOIRE,58,D_58,Mission locale Bourgogne Nivernaise,https://fr-fr.facebook.com/Missionlocale.BourgogneNivernaise/,,03 86 93 94 10,,,I,NMM
3.254462,47.459291,2 Place de l'hôtel de ville,58410,ENTRAINS SUR NOHAIN,58,D_58,Mairie d'Entrains sur Nohain,http://www.entrains-sur-nohain.com/,,03 86 29 22 06,,,I,NMM
3.490676,47.281471,9  rue du Commandant Guerreau,58420,BRINON-SUR-BEUVRON,58,D_58,MFS Brinon sur Beuvron,,centresocialbrinon@orange.fr,,,,I,-MSAP-NMM-MFS
2.881869,47.522318,Rue Jean Jaurès,58450,NEUVY SUR LOIRE,58,D_58,Association Familles Rurales,,,03 86 39 24 55,,,F,NMM
2.882576,47.522698,Place Alexandrine Semence,58450,NEUVY SUR LOIRE,58,D_58,Médiathèque de Neuvy,https://mediatheques-cclvn.bibenligne.fr/mediatheque-de-neuvy-sur-loire,,03 86 39 14 33,,,M,NMM
3.152511,46.883841,Place de l'Eglise,58470,MAGNY-COURS,58,D_58,MSAP Magny-Cours,,msap.magny-cours@laposte.fr,,,,I,-MSAP-NMM
3.514908,47.460422,12  rue de Druyes,58500,CLAMECY,58,D_58,Fab'N'Lab de la Nièvre,https://www.facebook.com/fabnlab/,,03 58 57 05 58,,,F,
3.515036,47.461028,6bis Rue Druyes,58500,CLAMECY,58,D_58,Maison de la formation,,,03 86 27 51 86,,,O,NMM
3.333171,47.171884,Kiosque numérique de Fourchambault,58600,FOURCHAMBAULT,58,D_58,Kiosque numérique de Fourchambault,,,,,,M,
3.084711,47.018815,Avenue Jean Jaurès,58600,FOURCHAMBAULT,58,D_58,MFS Centre Social de Fourchambault,,directioncsf@free.fr,,,,I,-MSAP-NMM-MFS
3.330071,47.176609,10 Place de l'église,58700,PREMERY,58,D_58,Centre socioculturel Intercommunal Pierre Melot,http://cpremery.fr/,,03 86 68 11 30,,,I,NMM
3.684695,47.256476,Kiosque numérique de Premery,58700,PREMERY,58,D_58,Kiosque numérique de Premery,,,,,,M,
3.332109,47.175158,26 cour du chateau,58700,PREMERY,58,D_58,MSAP Prémery,,msap@cclnb.fr,,,,I,-MSAP-NMM
3.683598,47.257471,9 rue des Arcées,58800,CORBIGNY,58,D_58,Association Pour l'Insertion et l'AcCompagnement Social (AGAI),,,03 86 20 26 26,,,F,NMM
6.155145,47.620792,Kiosque numérique de Corbigny,58800,CORBIGNY,58,D_58,Kiosque numérique de Corbigny,,,,,,M,
3.684002,47.257076,3 Grande Rue,58800,CORBIGNY,58,D_58,MFS Maison de Pays Corbigny,,accueil@cctbc.fr,,,,I,-MSAP-NMM-MFS
6.155131,47.620657,38 rue Paul Morel,70000,VESOUL,70,D_70,Centre d'Information Jeunesse de Vesoul,http://www.ij70.com/,informatique@ij70.com,03 84 97 00 90,,,I,
6.155862,47.623096,4  rue Alsace Lorraine,70000,VESOUL,70,D_70,Cyber-Base de Vesoul,http://www.vesoul.fr/index.php?option=com_content&task=blogcategory&id=67&Itemid=151,postmaster@vesoul.fr,03 84 97 07 06,,,M,
6.146591,47.619645,4 rue André Maginot,70000,VESOUL,70,D_70,Mission Locale du Bassin d'Emploi de Vesoul,milovesoul.org,missionlocalevesoul@milo-bfc.fr,03 84 76 38 19,,,I,
6.154717,47.633509,Centre Commercial du Grand Monmarin Rue Edouard Belin,70000,VESOUL,70,D_70,Virtualgames,,s.edme70@laposte.net,03 84 92 19 43,,,F,
5.589776,47.445906,60 Grande rue,70100,GRAY,70,D_70,Bureau Information Jeunesse de Gray,,bij.gray@wanadoo.fr,03 84 65 44 00,,,I,
5.587940,47.448537,3  quai Mavia,70100,GRAY,70,D_70,Espace MultiMédia du Val de Gray,,multimedia.valdegray@gmail.com,03 84 68 01 02,,,M,
5.584394,47.454959,6 rue des Stades,70100,ARC LES GRAY,70,D_70,Mission Locale du Bassin Graylois,missionslocales-bfc.fr/mission-locale-bassin-graylois/,milobassingraylois@milobfc.fr,03 84 64 88 38,,,I,
5.591977,47.430450,2 rue de Lorraine,70100,GRAY,70,D_70,MSAP Gray,,toiservices@ville-gray.fr,,,,M,-MSAP
